Clave,Nombre,Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos)
29060,Santa Isabel Xiloxoxtla,815,26971,26713,0,0,0,0,851,27929,28042,0,0,0,0,939,24876,28821,0,0,0,0,914,28009,39498,0,0,0,0,972,26945,31784,0,0,ND,0,1002,26438,35252,0,0,0,ND
29996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,ND
29997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Acajete,1664,5599,6585,0,0,0,470,1731,2745,3402,0,0,0,307,1937,2982,3826,0,0,0,2298,1953,3410,4906,0,0,0,710,2026,4033,5683,0,0,0,ND,1965,3984,6254,0,0,0,ND
30002,Acatlán,836,879,958,0,0,0,ND,869,931,1045,0,0,0,239,895,959,1120,0,0,0,ND,998,1026,1244,0,0,0,350,1021,1129,1424,0,0,0,474,977,1144,1500,0,0,0,ND
30003,Acayucan,23863,49767,58225,0,1,ND,ND,24810,76027,97910,0,1,ND,ND,24925,87835,118670,0,1,ND,ND,26161,90589,135364,0,1,2,ND,27237,89040,123108,0,1,2,ND,27479,89240,132110,0,1,2,ND
30004,Actopan,12044,18464,16825,0,1,ND,ND,12526,19590,18968,0,1,ND,ND,12864,21868,22073,0,1,ND,ND,11509,20637,22818,0,1,1,ND,12124,21529,24971,0,1,1,ND,13199,23468,30265,0,1,1,ND
30005,Acula,1431,1825,1784,0,0,0,110,1488,2414,2413,0,0,0,207,1607,2553,2695,0,0,0,ND,1652,2562,2759,0,0,0,ND,1678,2846,3268,0,0,0,ND,1736,2842,3496,0,0,0,ND
30006,Acultzingo,2905,3469,3583,0,0,0,1159,3020,3500,4002,0,0,0,ND,3269,4010,4828,0,0,0,ND,3196,4010,5187,0,0,0,1552,3323,4187,5666,0,0,0,716,3390,3962,5475,0,0,0,ND
30007,Camarón de Tejeda,1449,3408,3045,0,0,0,193,1509,5582,4798,0,0,0,853,1567,5735,5371,0,0,0,767,1606,5361,5882,0,0,0,409,1611,7090,7153,0,0,0,ND,1657,7857,8347,0,0,0,ND
30008,Alpatláhuac,1527,1427,1467,0,0,0,ND,1587,1366,1388,0,0,0,ND,1631,1703,1903,0,0,0,1803,1659,1611,1903,0,0,0,276,1675,1618,1893,0,0,0,207,1686,1596,1978,0,0,0,ND
30009,Alto Lucero de Gutiérrez Barrios,9166,11750,12402,1,1,ND,ND,9529,14315,18638,1,1,ND,ND,10068,17592,25149,1,1,ND,ND,10693,17009,27311,1,1,2,182,10963,15253,20840,1,1,2,616,9422,15025,20970,1,1,2,ND
30010,Altotonga,11484,11875,14022,0,0,0,7318,11937,13659,16103,0,0,0,3972,12554,15014,17939,0,0,0,5183,12954,15421,20673,0,0,0,ND,13833,15056,19161,0,0,0,ND,14468,15880,21191,0,0,0,ND
30011,Alvarado,13934,38372,43408,0,1,ND,408,14489,39030,50942,0,1,ND,ND,15259,43460,58458,0,1,ND,3374,15632,40256,58677,0,1,1,ND,16038,43267,61864,0,1,1,1818,17743,44404,66950,0,1,1,ND
30012,Amatitlán,2494,4011,3718,0,0,0,274,2593,4410,4677,0,0,0,ND,2635,5582,6414,0,0,0,ND,2690,4718,5466,0,0,0,ND,2856,4732,5451,0,0,0,ND,2927,4613,5444,0,0,0,ND
30013,Naranjos Amatlán,9060,41198,73411,0,1,ND,1178,9417,38644,63462,0,1,ND,222,10498,22260,30753,0,1,ND,366,10736,22904,33619,0,1,1,ND,10939,26326,38953,0,1,1,ND,11270,33348,52544,0,1,1,ND
30014,Amatlán de los Reyes,10218,23003,26546,1,0,ND,990,10625,37091,42112,1,0,ND,1204,10866,44305,52012,1,0,ND,ND,11334,43421,59921,1,0,0,ND,10829,50102,63690,1,0,0,1111,11993,52276,72781,1,0,0,ND
30015,Angel R. Cabada,9641,13877,14221,0,0,0,640,10020,15554,17405,0,0,0,173,10090,17061,19040,0,0,0,ND,10427,16670,20363,0,0,0,3799,10673,17380,21042,0,0,0,ND,10977,17725,22692,0,0,0,ND
30016,La Antigua,11083,26439,35172,0,1,ND,1383,11521,38663,54833,0,1,ND,508,11677,44073,64236,0,1,ND,2066,12158,41419,66984,0,1,2,ND,12679,40649,56629,0,1,2,1000,12198,39140,58466,0,1,2,ND
30017,Apazapan,1099,1273,1392,0,0,0,178,1142,1653,1849,0,0,0,815,1169,1815,2051,0,0,0,ND,1617,2434,3561,0,0,0,ND,1690,4772,6525,0,0,0,ND,1752,9567,12973,0,0,0,ND
30018,Aquila,115,388,510,0,0,0,ND,119,182,268,0,0,0,ND,107,143,221,0,0,0,ND,102,161,276,0,0,0,ND,103,337,328,0,0,0,ND,103,261,373,0,0,0,ND
30019,Astacinga,897,327,323,0,0,0,647,933,911,999,0,0,0,180,961,1054,1328,0,0,0,ND,972,1096,1348,0,0,0,1194,961,1123,1527,0,0,0,ND,964,986,1392,0,0,0,ND
30020,Atlahuilco,795,440,420,0,0,0,ND,826,700,793,0,0,0,ND,1057,895,1053,0,0,0,ND,1085,1011,1327,0,0,0,399,1164,1019,1388,0,0,0,ND,1141,984,1427,0,0,0,ND
30021,Atoyac,6043,10087,10727,0,0,0,ND,6284,16116,19436,0,0,0,ND,6270,21590,25433,0,0,0,ND,6411,19458,26382,0,0,0,2661,8109,20872,25242,0,0,0,ND,7278,20297,26672,0,0,0,ND
30022,Atzacan,3157,3222,3274,0,0,0,267,3282,3670,4021,0,0,0,ND,3327,3595,4432,0,0,0,237,3463,3732,4343,0,0,0,450,3601,4307,5323,0,0,0,ND,3591,4337,5570,0,0,0,ND
30023,Atzalan,10008,8345,8469,0,0,0,1184,10407,10351,10448,0,0,0,2489,10680,11218,11801,0,0,0,2284,10983,10924,11944,0,0,0,3266,11215,11885,13477,0,0,0,ND,11612,11927,14314,0,0,0,ND
30024,Tlaltetela,2459,2591,2955,0,0,0,634,2556,3670,4107,0,0,0,787,2717,4151,4670,0,0,0,ND,2782,3714,5419,0,0,0,552,3192,3808,4806,0,0,0,586,3300,4782,6223,0,0,0,ND
30025,Ayahualulco,3662,3186,3056,0,0,0,3961,3808,3344,3315,0,0,0,ND,3966,3990,4049,0,0,0,ND,4055,4262,4923,0,0,0,2062,4392,4479,5293,0,0,0,ND,4472,4657,5680,0,0,0,ND
30026,Banderilla,6247,18136,21362,0,0,0,1033,6495,17502,13979,0,0,0,ND,6450,10964,14766,0,0,0,643,7492,12133,17974,0,0,0,ND,7856,12903,18460,0,0,0,652,6792,13070,20004,0,0,0,ND
30027,Benito Juárez,2856,1976,1882,0,0,0,137,2969,2290,2167,0,0,0,842,2897,2583,2616,0,0,0,1006,2983,2629,2749,0,0,0,ND,3496,3102,3299,0,0,0,ND,3509,3223,3653,0,0,0,ND
30028,Boca del Río,39496,113960,150664,0,2,ND,345,41073,145140,202885,0,2,ND,ND,42779,207019,293035,0,3,ND,ND,49870,213060,327740,0,3,5,ND,50672,185509,269448,0,3,5,ND,50308,173514,262488,0,3,5,ND
30029,Calcahualco,1589,1544,1623,0,0,0,129,1652,1236,1335,0,0,0,ND,1596,1468,1591,0,0,0,1322,1621,1392,1570,0,0,0,908,1805,1514,1682,0,0,0,ND,1860,1603,1896,0,0,0,ND
30030,Camerino Z. Mendoza,9509,18681,20315,0,0,0,854,9884,14306,17527,0,0,0,ND,9995,15746,20076,0,0,0,ND,10267,14818,20071,0,0,0,ND,10633,15333,20817,0,0,0,558,10752,15355,21962,0,0,0,ND
30031,Carrillo Puerto,3311,2946,2543,0,0,0,1710,3443,4827,4444,0,0,0,940,3635,5129,5041,0,0,0,92,3783,5714,5993,0,0,0,ND,3935,5977,6341,0,0,0,1717,4099,6384,7059,0,0,0,ND
30032,Catemaco,11552,20101,23510,0,1,ND,1183,12007,23596,30202,0,1,ND,2849,12442,25533,33404,0,1,ND,ND,13044,23438,33342,0,1,1,ND,13555,24221,33088,0,1,1,ND,13876,24600,35026,0,1,1,ND
30033,Cazones de Herrera,6983,5779,5518,0,0,0,421,7258,6920,6596,0,0,0,ND,6314,8900,10549,0,0,0,ND,8867,11059,13509,0,0,0,ND,9189,12443,15087,0,0,0,ND,9470,13821,17318,0,0,0,ND
30034,Cerro Azul,8872,23472,26748,0,1,ND,ND,9222,25000,40028,0,1,ND,463,9250,26475,42354,0,1,ND,ND,9460,25051,42835,0,1,1,ND,9644,26842,39324,0,1,1,ND,9801,27268,39640,0,1,1,ND
30035,Citlaltépetl,2546,4545,4838,0,0,0,1213,2648,4408,4472,0,0,0,1364,2504,3063,3603,0,0,0,342,2593,3030,3351,0,0,0,229,2856,3299,3777,0,0,0,882,2953,3708,4675,0,0,0,ND
30036,Coacoatzintla,1762,1514,1658,0,0,0,ND,1832,1917,2094,0,0,0,ND,2018,2101,2404,0,0,0,ND,2121,2208,2612,0,0,0,ND,2300,2675,3428,0,0,0,183,2396,2794,3721,0,0,0,ND
30037,Coahuitlán,5849,2494,2206,0,0,0,ND,6081,2434,2055,0,0,0,ND,1323,1166,1020,0,0,0,ND,1573,1158,1058,0,0,0,589,1615,1305,1209,0,0,0,ND,1671,1780,2093,0,0,0,ND
30038,Coatepec,22579,35068,40500,0,1,ND,ND,23473,81232,94690,0,1,ND,ND,23060,66472,83260,0,1,ND,ND,25444,68257,101314,0,1,1,ND,26475,98359,126969,0,1,1,ND,27372,95997,137073,0,1,1,ND
30039,Coatzacoalcos,94240,1693577,1664932,0,5,ND,ND,97913,1877137,1909118,0,5,ND,ND,102954,2085466,2274574,0,5,ND,ND,110336,1700297,2234098,0,4,8,6473,114499,1460500,1619999,0,5,10,ND,115223,1481471,1808046,0,5,8,ND
30040,Coatzintla,11576,19532,18458,0,0,0,ND,12036,24122,28171,0,0,0,ND,12691,25392,31374,0,0,0,ND,13167,26669,34391,0,0,0,608,13719,29144,38153,0,0,0,50,10198,23118,30722,0,0,0,ND
30041,Coetzala,3529,7961,7815,0,0,0,ND,3669,7645,7090,0,0,0,ND,331,848,779,0,0,0,ND,345,812,879,0,0,0,ND,362,1293,1351,0,0,0,ND,361,1160,1361,0,0,0,ND
30042,Colipa,1688,1480,1445,0,0,0,ND,1756,1776,1738,0,0,0,232,1733,1785,1842,0,0,0,506,1780,2080,2417,0,0,0,349,1787,2092,2432,0,0,0,474,1835,1935,2306,0,0,0,ND
30043,Comapa,3189,3130,3340,0,0,0,1713,3315,3978,4108,0,0,0,1422,3514,4630,5383,0,0,0,ND,3671,4647,5556,0,0,0,2849,3843,4816,5913,0,0,0,ND,3976,5206,6946,0,0,0,ND
30044,Córdoba,59330,146902,185744,0,2,ND,ND,61672,311240,365037,0,2,ND,ND,62240,360638,433815,0,2,ND,343,63510,311556,457658,0,2,4,ND,65712,245770,344513,0,2,4,ND,67492,243817,370658,0,2,4,ND
30045,Cosamaloapan de Carpio,18962,48771,56498,0,1,ND,509,19712,55141,75360,0,1,ND,661,19667,62519,89142,0,1,ND,644,19890,57024,85655,0,1,1,ND,20491,55813,79213,0,1,1,ND,21078,56477,82975,0,1,1,ND
30046,Cosautlán de Carvajal,3029,3652,4288,0,0,0,350,3149,3230,3741,0,0,0,421,3254,3636,4475,0,0,0,275,3347,3795,4839,0,0,0,ND,3454,4105,5224,0,0,0,ND,3527,3910,5090,0,0,0,ND
30047,Coscomatepec,8268,9640,10973,0,1,ND,196,8595,14414,17441,0,1,ND,312,9072,15750,20261,0,1,ND,1335,9390,15321,21534,0,1,1,1773,9265,15104,20067,0,1,1,ND,9546,15319,21753,0,1,1,ND
30048,Cosoleacaque,15664,269964,253117,0,1,ND,2055,16285,45622,49015,0,1,ND,ND,17599,168394,174888,0,1,ND,ND,18958,155073,193953,0,1,2,1165,20327,111568,126397,0,1,1,ND,20573,100254,126365,0,1,2,ND
30049,Cotaxtla,3822,46328,44843,0,0,0,4527,3977,14355,17698,0,0,0,3117,5163,16671,22326,0,1,ND,7538,5363,17150,26026,0,1,1,3631,5580,17452,24571,0,1,1,ND,5637,16952,24695,0,1,1,ND
30050,Coxquihui,3444,16095,18613,0,0,0,3806,3581,3846,15841,0,0,0,3442,3169,2561,2646,0,0,0,5586,3323,2917,2997,0,0,0,2916,3508,3176,3524,0,0,0,ND,3593,3300,3737,0,0,0,ND
30051,Coyutla,4399,3956,3388,0,0,0,1455,4572,4726,4842,0,0,0,649,4861,5119,5218,0,0,0,2253,5056,4979,5449,0,0,0,ND,5233,5434,6312,0,0,0,ND,5415,6137,7835,0,0,0,ND
30052,Cuichapa,2505,4045,3995,0,1,ND,586,2604,5915,7095,0,1,ND,ND,2704,6633,8136,0,1,ND,ND,2759,7254,9653,0,1,0,ND,2831,6750,8563,0,1,0,ND,2922,6655,9364,0,1,0,ND
30053,Cuitláhuac,7628,16767,19046,0,1,ND,ND,7930,29595,37541,0,1,ND,ND,8256,32416,42862,0,1,ND,631,8530,32545,48918,0,1,1,ND,8804,33175,45167,0,1,1,ND,8999,25129,30830,0,1,1,ND
30054,Chacaltianguis,3143,5152,4918,0,0,0,963,3268,4856,5137,0,0,0,377,3576,6710,7248,0,0,0,161,3336,5817,6686,0,0,0,643,3424,5834,6860,0,0,0,ND,3541,5736,7017,0,0,0,ND
30055,Chalma,3399,2888,2554,0,0,0,80,3533,2808,2379,0,0,0,22,2620,3922,4049,0,0,0,ND,2208,3783,4099,0,0,0,ND,2274,3733,4173,0,0,0,ND,2500,3955,4671,0,0,0,ND
30056,Chiconamel,1075,1324,1312,0,0,0,ND,1117,1291,1226,0,0,0,ND,1138,1271,1200,0,0,0,ND,1448,1628,1613,0,0,0,ND,1486,1727,1758,0,0,0,522,1650,1843,1892,0,0,0,ND
30057,Chiconquiaco,2561,1745,1789,0,0,0,2199,2663,2239,2210,0,0,0,384,2764,2418,2511,0,0,0,930,2880,2574,2884,0,0,0,ND,2986,2955,3571,0,0,0,727,3056,2991,3675,0,0,0,ND
30058,Chicontepec,12384,11695,11157,0,1,ND,986,12874,12756,13585,0,1,ND,ND,12945,14893,16418,0,1,ND,448,13189,14068,16024,0,1,1,2259,13382,14588,16151,0,1,1,ND,13527,15040,17380,0,1,1,ND
30059,Chinameca,4006,8961,10365,1,1,ND,262,4166,11471,13131,1,1,ND,ND,4257,15854,18466,1,1,ND,392,4462,11016,15060,1,1,3,ND,4651,11914,15839,1,1,3,ND,4690,10844,14643,1,1,3,ND
30060,Chinampa de Gorostiza,3096,5347,5539,0,0,0,577,3218,5204,5198,0,0,0,900,2429,3871,4095,0,0,0,ND,2506,3783,4195,0,0,0,716,2554,4059,4712,0,0,0,490,2647,4317,5325,0,0,0,ND
30061,Las Choapas,14996,33295,38333,0,1,ND,6254,15586,37442,47345,0,1,ND,ND,16909,42030,54372,0,1,ND,ND,18280,41114,61515,0,1,1,ND,19223,43308,60371,0,1,1,ND,19405,43737,63986,0,1,1,ND
30062,Chocamán,3454,5646,6149,0,0,0,390,3591,5406,5585,0,0,0,84,3453,5080,6124,0,0,0,1162,3576,5290,6814,0,0,0,ND,3669,5533,7146,0,0,0,ND,3789,5741,7806,0,0,0,ND
30063,Chontla,3500,7112,7908,0,0,0,234,3639,6852,7216,0,0,0,658,3744,4013,3927,0,0,0,225,3837,4148,4276,0,0,0,ND,3650,4507,4881,0,0,0,ND,3750,4342,5021,0,0,0,ND
30064,Chumatlán,519,394,378,0,0,0,23,540,383,357,0,0,0,89,363,275,278,0,0,0,ND,678,384,430,0,0,0,ND,698,822,1110,0,0,0,ND,709,985,1436,0,0,0,ND
30065,Emiliano Zapata,19595,26001,28828,0,1,ND,27,20373,33528,40241,0,1,ND,ND,21664,36644,47063,0,1,ND,304,22489,36634,51122,0,1,1,1452,24652,41393,55074,0,1,1,ND,27351,47069,66726,0,1,1,ND
30066,Espinal,5627,5566,5844,0,1,ND,1056,5852,6765,7117,0,1,ND,ND,6036,19822,39922,0,1,ND,2028,6912,20623,41346,0,1,1,ND,6997,17712,25651,0,1,1,165,7294,11328,14900,0,1,2,ND
30067,Filomeno Mata,1524,1087,987,0,0,0,1594,1584,1354,1121,0,0,0,259,1818,1474,1393,0,0,0,ND,2360,1660,1595,0,0,0,1242,2415,2068,2389,0,0,0,ND,2481,2010,2280,0,0,0,ND
30068,Fortín,14575,27889,35921,0,1,ND,873,15154,46230,59171,0,1,ND,319,17662,51347,68795,0,1,ND,ND,18511,49906,75049,0,1,2,2064,19254,50535,69000,0,1,2,ND,19560,51540,75776,0,1,2,ND
30069,Gutiérrez Zamora,8138,14434,16467,0,1,ND,220,8459,14588,18368,0,1,ND,ND,7929,16646,21589,0,1,ND,1029,7093,15249,21333,0,1,1,ND,8706,16500,22668,0,1,1,ND,8640,16379,23045,0,1,1,ND
30070,Hidalgotitlán,3244,21383,22769,0,1,ND,192,3373,19777,19478,0,1,ND,522,3457,4263,4172,0,1,ND,618,3588,4392,4747,0,1,1,2043,3953,4902,5331,0,1,1,ND,4019,5079,5833,0,1,1,ND
30071,Huatusco,12137,20393,25527,0,1,ND,1428,12616,22894,29985,0,1,ND,190,13268,25905,34940,0,1,ND,1677,13817,24942,35475,0,1,1,1196,14378,25872,36360,0,1,1,2630,14992,26493,40071,0,1,1,ND
30072,Huayacocotla,3778,8397,10913,0,0,0,3740,3928,7947,9700,0,0,0,ND,4358,7027,8206,0,0,0,3471,4574,7864,11042,0,0,0,3486,4747,8502,10365,0,0,0,5315,4889,8960,12070,0,0,0,ND
30073,Hueyapan de Ocampo,10448,13911,14733,0,1,ND,4141,10859,17361,20370,0,1,ND,1320,11141,19051,22971,0,1,ND,1784,11323,17911,22825,0,1,1,3901,11369,18425,23323,0,1,1,ND,11512,19318,25501,0,1,1,ND
30074,Huiloapan de Cuauhtémoc,708,1321,1592,0,0,0,140,736,1159,1469,0,0,0,ND,756,1239,1762,0,0,0,ND,590,1236,1836,0,0,0,ND,645,1150,1674,0,0,0,ND,647,1072,1571,0,0,0,ND
30075,Ignacio de la Llave,3755,5898,5783,0,0,0,1839,3905,6145,7227,0,0,0,677,3971,7191,8827,0,0,0,1846,4177,6671,8835,0,0,0,521,4247,7184,9896,0,0,0,ND,4262,6970,9571,0,0,0,ND
30076,Ilamatlán,2631,2690,2930,0,0,0,192,2736,2635,2754,0,0,0,54,2964,1920,1928,0,0,0,ND,3109,2019,2058,0,0,0,ND,3122,2064,2227,0,0,0,ND,3119,2045,2209,0,0,0,ND
30077,Isla,10308,22397,26048,0,1,ND,341,10716,26960,33210,0,1,ND,1520,11133,33199,42229,0,1,ND,900,11925,31921,45854,0,2,2,ND,12425,33989,46217,0,1,2,393,12815,32717,47657,0,1,2,ND
30078,Ixcatepec,2983,2953,3186,0,0,0,ND,3101,2768,2606,0,0,0,ND,2939,3305,3386,0,0,0,316,2997,3254,3313,0,0,0,923,3044,3322,3383,0,0,0,ND,3088,3314,3482,0,0,0,ND
30079,Ixhuacán de los Reyes,1834,1576,1649,0,0,0,691,1907,1828,1897,0,0,0,870,1848,2075,2287,0,0,0,634,1764,1951,2358,0,0,0,794,1730,1877,2299,0,0,0,ND,1770,1935,2572,0,0,0,ND
30080,Ixhuatlán del Café,3753,74356,81558,0,0,0,134,3903,68422,69128,0,0,0,300,4000,6519,7975,0,0,0,1525,4152,5594,7218,0,0,0,1235,4289,5882,7579,0,0,0,ND,4524,5821,7854,0,0,0,ND
30081,Ixhuatlancillo,1032,998,923,0,0,0,1012,1072,1523,1824,0,0,0,ND,1379,1762,2044,0,0,0,ND,1477,1807,2290,0,0,0,1275,1577,2003,2676,0,0,0,ND,1583,2022,2806,0,0,0,ND
30082,Ixhuatlán del Sureste,3685,6307,6115,1,1,ND,ND,3831,6843,7550,1,1,ND,ND,4056,9498,10991,1,1,ND,ND,4322,8509,10602,1,1,0,ND,4468,9605,11560,1,1,0,ND,4679,9213,11165,1,1,0,ND
30083,Ixhuatlán de Madero,8556,6938,6532,0,1,ND,608,8894,7564,7369,0,1,ND,989,9081,8239,7940,0,1,ND,ND,9323,8865,8938,0,1,1,1064,9266,8401,8866,0,1,1,ND,9481,9569,10919,0,1,1,ND
30084,Ixmatlahuacan,1585,2122,2122,0,0,0,1770,1648,2600,2774,0,0,0,1977,1647,2700,2988,0,0,0,801,1696,2699,3137,0,0,0,ND,1749,2894,3333,0,0,0,1640,1826,3042,3720,0,0,0,ND
30085,Ixtaczoquitlán,12707,737623,611663,1,0,ND,ND,13213,313407,271238,1,0,ND,ND,13558,402311,359896,1,0,ND,ND,14263,395273,478870,1,0,0,ND,14887,398914,376117,1,0,0,ND,14999,438628,489489,1,0,0,ND
30086,Jalacingo,6648,10947,10409,1,1,ND,ND,6912,15838,16424,1,1,ND,ND,7041,16605,17463,1,1,ND,ND,7476,14646,17538,1,1,1,ND,7433,15117,16396,1,1,1,ND,7406,14068,16516,1,1,1,ND
30087,Xalapa,145706,306412,381783,1,2,ND,5603,151452,402592,550690,1,2,ND,ND,158178,477350,655842,1,2,ND,ND,163973,454902,719428,1,2,4,11756,169140,424491,624707,1,2,4,2428,170968,434087,689180,1,2,4,ND
30088,Jalcomulco,1327,1163,1316,0,0,0,ND,1379,1764,2085,0,0,0,ND,1552,1879,2229,0,0,0,500,1616,2023,2559,0,0,0,ND,1680,2032,2543,0,0,0,ND,1731,2166,2922,0,0,0,ND
30089,Jáltipan,10808,53764,29289,0,0,0,361,11236,67146,75521,0,0,0,502,11234,72909,85210,0,0,0,1501,11701,72419,101032,0,0,0,ND,12091,80343,95021,0,0,0,ND,12159,89772,116580,0,0,0,ND
30090,Jamapa,2315,4213,4185,0,0,0,422,2407,4126,4524,0,0,0,771,2575,5556,6231,0,0,0,556,2748,5612,7056,0,0,0,ND,2978,6161,7735,0,0,0,ND,3035,5989,7797,0,0,0,ND
30091,Jesús Carranza,6517,9736,11372,0,1,ND,ND,6776,10942,14077,0,1,ND,ND,6915,11634,15619,0,1,ND,ND,7092,4578,16691,0,1,1,203,7458,11870,15646,0,1,1,ND,7502,11990,17111,0,1,1,ND
30092,Xico,7819,9510,10298,0,0,0,ND,8130,10065,11857,0,0,0,340,8753,11127,13511,0,0,0,349,9106,11522,15491,0,0,0,1788,9455,11580,14804,0,0,0,102,9616,12164,16303,0,0,0,ND
30093,Jilotepec,3594,6094,6378,0,0,0,60,3737,4877,5331,0,0,0,ND,5183,7478,8296,0,0,0,108,5255,6758,7987,0,0,0,298,5436,6425,7720,0,0,0,637,5700,7158,9342,0,0,0,ND
30094,Juan Rodríguez Clara,11182,13929,14859,0,0,0,465,11625,20654,21822,0,0,0,1014,10398,19856,22590,0,0,0,1304,10679,20096,24901,0,1,1,856,11109,21395,26611,0,1,1,ND,11464,21429,28349,0,1,1,ND
30095,Juchique de Ferrer,4749,4777,4753,0,0,0,ND,4938,4991,5402,0,0,0,654,4762,5506,6152,0,0,0,416,4930,6856,9106,0,0,0,ND,5119,5760,7130,0,0,0,226,5251,5132,4672,0,0,0,ND
30096,Landero y Coss,516,529,588,0,0,0,185,536,597,664,0,0,0,ND,539,617,752,0,0,0,ND,504,793,1096,0,0,0,ND,513,1061,1747,0,0,0,ND,579,616,845,0,0,0,ND
30097,Lerdo de Tejada,6916,17413,20350,0,1,ND,680,7189,20738,28274,0,1,ND,748,7094,21756,30330,0,1,ND,670,7221,21137,31921,0,1,1,536,7374,21854,29847,0,1,1,ND,7973,21578,31133,0,1,1,ND
30098,Magdalena,319,292,323,0,0,0,ND,332,226,328,0,0,0,ND,276,276,405,0,0,0,ND,293,240,410,0,0,0,ND,322,313,523,0,0,0,ND,279,231,417,0,0,0,ND
30099,Maltrata,14008,11568,10630,0,0,0,216,14567,11234,9626,0,0,0,545,2964,4958,6292,0,0,0,228,3046,4566,6204,0,0,0,ND,3007,4859,6388,0,0,0,1600,3088,4353,5827,0,0,0,ND
30100,Manlio Fabio Altamirano,5782,13497,11210,0,0,0,813,6016,13365,13145,0,0,0,551,6196,14807,15611,0,0,0,863,6372,14226,16138,0,0,0,ND,6655,15344,17288,0,0,0,ND,6830,17200,20581,1,0,0,ND
30101,Mariano Escobedo,1912,2807,3342,0,1,ND,725,1988,2758,3299,0,1,ND,350,2028,3974,4998,0,1,ND,ND,2163,3596,4973,0,1,1,1679,2282,4154,6052,0,1,1,ND,2196,4149,6371,0,1,1,ND
30102,Martínez de la Torre,30572,58866,71149,0,2,ND,5014,31780,86578,109315,0,2,ND,3999,32387,95905,123677,0,2,ND,1422,33781,85546,122342,0,2,3,4195,35561,80908,113306,0,2,3,4889,36606,79941,118581,0,3,4,ND
30103,Mecatlán,1450,929,899,0,0,0,319,1507,1192,1155,0,0,0,ND,1590,1212,1283,0,0,0,996,1465,857,959,0,0,0,ND,1512,1092,1302,0,0,0,12,1556,1215,1534,0,0,0,ND
30104,Mecayapan,1938,21336,20527,0,0,0,ND,2016,19664,17437,0,0,0,570,2168,2363,2530,0,0,0,ND,2182,2406,2886,0,0,0,2011,2198,2619,3426,0,0,0,ND,2184,2821,3805,0,0,0,ND
30105,Medellín,9113,22895,22542,1,3,ND,2235,9480,50755,63726,1,3,ND,2154,10842,68303,95952,1,3,ND,2723,13413,80566,124154,1,3,3,3160,15376,85521,109876,1,3,3,ND,22184,82913,109976,1,3,3,ND
30106,Miahuatlán,1040,1072,1195,0,0,0,ND,1081,1012,1264,0,0,0,ND,1034,1234,1650,0,0,0,ND,1066,1208,1633,0,0,0,ND,1096,1234,1684,0,0,0,80,1110,1279,1809,0,0,0,ND
30107,Las Minas,401,485,713,0,1,ND,ND,417,465,865,0,1,ND,ND,400,502,908,0,1,ND,ND,402,457,881,0,1,1,ND,380,474,863,0,1,1,ND,359,328,496,0,1,1,ND
30108,Minatitlán,58642,210548,234966,0,3,ND,3644,60964,278156,328863,0,3,ND,5895,62495,313351,383684,0,3,ND,4893,65319,309323,439688,0,3,6,ND,67625,353365,457130,0,3,6,7524,68332,351467,477189,0,4,5,ND
30109,Misantla,17581,21633,22938,0,1,ND,ND,18277,26396,31859,0,1,ND,238,18909,29516,35876,0,1,ND,42,19559,28980,38132,0,1,1,ND,20235,28919,37450,0,1,1,ND,20734,29473,40333,0,1,1,ND
